stock_symbol,time_stamp,open,recent_high,recent_low,close,volume
gs,2019-03-25,189.3300,191.4500,186.5000,188.5100,3751226
gs,2019-03-22,192.6700,193.7100,187.7800,188.9600,5703063
gs,2019-03-21,192.9000,195.5500,191.7500,194.5800,4031526
gs,2019-03-20,200.3300,200.3300,193.9700,194.3200,5033491
gs,2019-03-19,204.8800,206.4500,200.7800,201.1200,3284871
gs,2019-03-18,199.1800,203.8500,198.9200,202.4700,3355202
gs,2019-03-15,197.1600,198.8500,196.8507,198.2600,2985264
gs,2019-03-14,197.3200,198.5000,196.7000,197.4700,1482382
gs,2019-03-13,197.7500,198.9300,196.5200,197.2500,1904531
gs,2019-03-12,196.0000,197.3976,195.6900,196.6300,1977361
gs,2019-03-11,197.2300,198.9700,195.7300,195.9700,2669014
gs,2019-03-08,190.4000,195.7650,189.7118,195.2400,3162760
gs,2019-03-07,193.1300,193.4500,190.0800,192.7700,3567935
gs,2019-03-06,195.9000,197.5634,194.5300,194.7400,2247480
gs,2019-03-05,195.8500,196.1800,193.0000,196.0000,2338725
gs,2019-03-04,198.8100,200.8300,194.1500,195.9800,2683593
gs,2019-03-01,198.7500,201.4400,197.4300,198.2000,2580797
gs,2019-02-28,198.0400,198.4000,196.0100,196.7000,2964439
gs,2019-02-27,198.5000,199.8900,197.1200,198.1000,1804501
gs,2019-02-26,198.4700,200.5600,196.5500,198.9000,2499795
gs,2019-02-25,198.0000,201.5000,197.7139,198.6500,3032171
gs,2019-02-22,196.6000,197.7500,195.2000,196.0000,2626634
gs,2019-02-21,198.9700,199.4500,195.0500,196.3600,2786021
gs,2019-02-20,198.7300,199.3000,197.5100,198.6000,2265991
gs,2019-02-19,196.6600,199.0600,195.6100,198.6700,2558186
gs,2019-02-15,193.2100,198.8899,193.1000,198.5000,3065444
gs,2019-02-14,192.2100,194.1300,189.4400,192.5300,2864952
gs,2019-02-13,195.9200,198.7800,194.6000,194.6900,2757343
gs,2019-02-12,193.0500,195.6500,193.0000,194.4900,2392931
gs,2019-02-11,192.8800,193.3200,191.0700,191.3300,2056684
gs,2019-02-08,191.7200,192.6200,188.2158,191.6700,2757596
gs,2019-02-07,195.2800,195.8800,191.0500,193.0700,2948750
gs,2019-02-06,197.1800,199.0600,195.8300,196.6200,2063097
gs,2019-02-05,198.1200,199.3250,196.8600,198.0100,2601036
gs,2019-02-04,195.8000,197.7600,194.7860,197.7200,2400169
gs,2019-02-01,198.0000,199.6400,196.5400,196.5400,3174301
gs,2019-01-31,200.1000,202.3500,196.9500,198.0100,5604546
gs,2019-01-30,200.9000,203.2900,199.6500,202.4800,2773366
gs,2019-01-29,199.0000,201.9700,197.8700,200.5000,2694125
gs,2019-01-28,197.9900,200.0700,197.1000,199.7200,2369554
gs,2019-01-25,199.8300,201.1900,199.4200,200.7400,3275461
